26,30,131.0
26,7,95.0
26,10,69.0
26,2,156.0
26,5,97.0
26,24,153.0
26,48,80.0
26,43,140.0
26,29,187.0
26,38,92.0
26,8,159.0
26,33,98.0
26,42,191.0
26,11,126.0
26,46,110.0
26,22,90.0
26,32,155.0
26,14,167.0
26,25,180.0
26,6,113.0
26,9,55.0
26,1,84.0
26,20,165.0
26,41,65.0
26,50,150.0
26,23,108.0
26,27,66.0
26,36,155.0
26,45,191.0
26,4,103.0
26,31,180.0
26,49,179.0
26,35,168.0
30,18,199.0
30,10,111.0
30,29,131.0
30,2,174.0
30,21,181.0
30,46,126.0
30,5,160.0
30,50,168.0
30,24,96.0
30,45,175.0
30,16,120.0
30,40,159.0
30,49,156.0
30,27,50.0
30,44,196.0
30,8,85.0
30,11,141.0
30,22,97.0
30,14,182.0
30,3,55.0
30,17,87.0
30,28,109.0
30,39,104.0
30,1,200.0
30,38,183.0
30,47,157.0
30,23,101.0
30,12,155.0
30,37,172.0
30,32,194.0
30,25,142.0
7,12,136.0
7,21,130.0
7,11,189.0
7,2,69.0
7,5,133.0
7,44,184.0
7,39,176.0
7,20,137.0
7,29,147.0
7,42,179.0
7,10,97.0
7,28,74.0
7,14,131.0
7,46,99.0
7,1,193.0
7,32,62.0
7,41,73.0
7,50,115.0
7,18,117.0
7,45,133.0
7,22,93.0
7,40,186.0
7,4,64.0
15,39,176.0
15,3,131.0
15,25,62.0
15,9,136.0
15,1,151.0
15,48,123.0
15,34,158.0
15,43,112.0
15,38,50.0
15,47,62.0
15,24,110.0
15,42,107.0
15,28,61.0
15,37,89.0
15,32,184.0
15,18,161.0
15,5,130.0
15,46,118.0
15,41,165.0
15,50,71.0
15,27,95.0
15,45,101.0
15,31,168.0
15,40,156.0
15,11,66.0
15,17,95.0
15,35,175.0
15,44,177.0
39,17,164.0
39,28,193.0
39,47,92.0
39,23,92.0
39,42,107.0
39,4,172.0
39,32,155.0
39,46,197.0
39,34,167.0
39,18,145.0
39,37,148.0
39,27,59.0
39,21,129.0
39,22,128.0
39,35,117.0
39,13,85.0
39,50,167.0
39,6,185.0
39,45,187.0
39,36,182.0
39,40,77.0
39,49,77.0
39,19,149.0
39,38,175.0
39,11,196.0
39,31,51.0
39,14,63.0
39,3,144.0
39,33,65.0
39,25,155.0
18,44,127.0
18,8,99.0
18,3,84.0
18,14,54.0
18,6,117.0
18,25,182.0
18,34,85.0
18,20,136.0
18,29,109.0
18,38,60.0
18,47,107.0
18,42,147.0
18,28,88.0
18,37,107.0
18,17,163.0
18,4,141.0
18,13,61.0
18,32,110.0
18,27,106.0
18,36,68.0
18,45,127.0
18,31,95.0
44,17,84.0
44,9,175.0
44,40,157.0
44,42,148.0
44,5,182.0
44,24,104.0
44,37,98.0
44,27,137.0
44,19,111.0
44,8,107.0
44,22,176.0
44,3,76.0
44,33,172.0
44,16,111.0
44,6,186.0
44,11,142.0
44,1,133.0
44,20,63.0
44,48,87.0
44,25,153.0
8,9,186.0
8,5,162.0
8,32,124.0
8,41,175.0
8,50,68.0
8,27,57.0
8,22,94.0
8,31,120.0
8,49,193.0
8,17,64.0
8,21,143.0
8,16,129.0
8,3,129.0
8,48,165.0
8,1,53.0
8,25,114.0
8,47,71.0
8,24,75.0
8,33,61.0
8,4,130.0
8,10,147.0
8,14,124.0
8,23,127.0
9,48,95.0
9,3,89.0
9,25,54.0
9,43,153.0
9,38,62.0
9,47,113.0
9,33,121.0
9,10,162.0
9,28,184.0
9,14,150.0
9,4,139.0
9,37,192.0
9,46,139.0
9,23,68.0
9,32,85.0
9,41,61.0
9,50,122.0
9,36,161.0
9,13,51.0
9,31,140.0
9,40,141.0
9,17,103.0
9,35,146.0
9,12,73.0
9,21,174.0
9,5,104.0
9,16,195.0
29,41,122.0
29,50,116.0
29,25,68.0
29,6,111.0
29,31,114.0
29,40,175.0
29,49,172.0
29,35,115.0
29,17,154.0
29,28,178.0
29,1,140.0
29,20,137.0
29,23,75.0
29,12,191.0
29,10,188.0
29,38,118.0
29,47,197.0
29,2,76.0
29,33,121.0
29,21,156.0
29,16,159.0
29,27,172.0
29,22,162.0
29,3,120.0
29,14,155.0
41,42,149.0
41,2,73.0
41,21,81.0
41,5,122.0
41,35,134.0
41,16,189.0
41,38,103.0
41,11,78.0
41,46,146.0
41,50,101.0
41,3,133.0
41,45,143.0
41,33,100.0
41,28,148.0
41,17,159.0
41,1,77.0
41,20,190.0
41,23,189.0
41,12,107.0
41,4,98.0
41,34,191.0
41,48,92.0
41,43,72.0
41,47,170.0
50,32,179.0
50,24,62.0
50,19,76.0
50,49,200.0
50,14,116.0
50,33,96.0
50,47,73.0
50,36,90.0
50,28,112.0
50,17,123.0
50,20,167.0
50,42,171.0
50,10,156.0
10,27,121.0
10,40,121.0
10,17,158.0
10,35,95.0
10,12,95.0
10,16,139.0
10,1,113.0
10,4,119.0
10,48,124.0
10,43,86.0
10,20,66.0
10,38,86.0
10,24,169.0
10,33,174.0
10,42,196.0
10,28,141.0
10,23,133.0
10,2,194.0
10,32,56.0
10,13,96.0
10,5,59.0
10,46,98.0
27,21,125.0
27,5,149.0
27,13,180.0
27,24,64.0
27,16,191.0
27,36,64.0
27,19,67.0
27,40,173.0
27,35,70.0
27,3,82.0
27,6,89.0
27,17,179.0
27,48,188.0
27,34,196.0
27,43,124.0
27,12,177.0
27,38,95.0
27,47,145.0
27,4,162.0
27,42,169.0
27,28,199.0
27,37,128.0
27,46,119.0
42,14,172.0
42,33,87.0
42,25,145.0
42,6,192.0
42,36,116.0
42,17,186.0
42,48,61.0
42,20,189.0
42,31,64.0
42,47,154.0
42,23,161.0
42,34,99.0
42,37,196.0
42,40,198.0
42,2,162.0
42,21,178.0
42,4,57.0
42,46,85.0
42,16,146.0
42,45,86.0
42,19,65.0
42,38,93.0
42,11,123.0
42,22,82.0
25,34,170.0
25,38,116.0
25,17,132.0
25,4,100.0
25,24,190.0
25,37,133.0
25,46,72.0
25,40,151.0
25,35,112.0
25,14,110.0
25,13,115.0
25,16,97.0
25,11,57.0
25,1,56.0
25,20,153.0
25,49,77.0
34,6,85.0
34,28,182.0
34,20,121.0
34,43,153.0
34,38,152.0
34,37,156.0
34,2,122.0
34,16,77.0
34,19,154.0
34,46,109.0
34,11,88.0
34,22,75.0
34,3,50.0
34,49,83.0
34,35,62.0
33,47,96.0
33,3,164.0
33,14,180.0
33,6,130.0
33,31,114.0
33,23,142.0
33,36,87.0
33,45,101.0
33,21,196.0
33,32,197.0
33,5,77.0
33,24,175.0
33,16,199.0
33,19,75.0
33,11,159.0
33,43,171.0
33,22,141.0
47,48,135.0
47,6,81.0
47,28,103.0
47,3,91.0
47,1,89.0
47,20,114.0
47,23,139.0
47,4,114.0
47,45,169.0
47,40,123.0
47,49,50.0
47,32,166.0
47,5,128.0
47,24,106.0
47,13,162.0
47,46,190.0
47,19,110.0
47,22,110.0
2,36,128.0
2,45,168.0
2,13,182.0
2,22,59.0
2,31,99.0
2,49,192.0
2,35,171.0
2,12,167.0
2,16,63.0
2,48,112.0
2,20,98.0
2,38,79.0
2,6,193.0
2,24,162.0
2,19,176.0
2,37,177.0
2,46,160.0
3,24,193.0
3,28,78.0
3,37,69.0
3,5,69.0
3,14,184.0
3,4,114.0
3,32,182.0
3,45,196.0
3,13,143.0
3,31,52.0
3,12,126.0
3,11,194.0
3,1,192.0
3,48,96.0
3,43,105.0
22,28,67.0
22,32,93.0
22,21,126.0
22,5,50.0
22,13,142.0
22,16,154.0
22,11,164.0
22,45,200.0
22,31,100.0
22,40,93.0
22,49,119.0
22,35,117.0
22,6,102.0
22,17,86.0
22,20,105.0
22,12,188.0
22,4,188.0
22,48,188.0
22,43,111.0
22,38,199.0
28,48,130.0
28,43,62.0
28,38,162.0
28,6,126.0
28,17,61.0
28,37,125.0
28,1,63.0
28,12,170.0
28,4,158.0
28,46,88.0
28,32,184.0
28,36,129.0
28,45,135.0
28,21,137.0
28,5,129.0
28,13,118.0
28,11,190.0
24,14,152.0
24,6,163.0
24,32,169.0
24,17,152.0
24,31,127.0
24,49,113.0
24,1,100.0
24,20,182.0
24,23,199.0
24,48,61.0
24,43,155.0
24,38,122.0
24,5,185.0
24,16,158.0
24,19,148.0
24,11,190.0
14,19,76.0
14,32,92.0
14,6,145.0
14,46,151.0
14,4,118.0
14,45,101.0
14,31,98.0
14,40,187.0
14,49,54.0
14,17,119.0
14,16,163.0
14,48,138.0
14,20,100.0
14,38,169.0
48,36,183.0
48,49,104.0
48,17,108.0
48,1,144.0
48,20,167.0
48,31,160.0
48,23,172.0
48,4,153.0
48,37,180.0
48,21,52.0
48,13,77.0
48,35,109.0
48,16,157.0
48,19,106.0
12,5,93.0
12,20,143.0
12,19,103.0
12,6,86.0
12,46,79.0
12,36,85.0
12,45,112.0
12,13,168.0
12,31,106.0
12,40,173.0
12,1,159.0
12,17,186.0
12,21,93.0
12,16,79.0
36,43,170.0
36,38,91.0
36,32,170.0
36,5,166.0
36,13,198.0
36,37,131.0
36,16,143.0
36,19,62.0
36,11,169.0
36,40,149.0
36,17,166.0
36,20,84.0
36,31,180.0
36,23,59.0
17,43,156.0
17,20,184.0
17,38,69.0
17,19,128.0
17,5,110.0
17,37,195.0
17,13,159.0
17,32,162.0
17,6,156.0
17,35,120.0
17,4,144.0
21,32,199.0
21,40,71.0
21,49,179.0
21,5,124.0
21,13,190.0
21,16,157.0
21,19,193.0
21,43,103.0
21,38,193.0
21,6,177.0
21,23,98.0
6,38,78.0
6,19,97.0
6,37,148.0
6,46,186.0
6,13,147.0
6,45,80.0
6,31,164.0
6,35,164.0
6,20,199.0
49,43,94.0
49,32,132.0
49,13,160.0
49,35,144.0
49,16,194.0
49,46,117.0
49,19,182.0
49,11,68.0
49,1,170.0
49,31,111.0
49,20,200.0
49,23,168.0
49,45,199.0
49,37,133.0
32,13,52.0
32,45,67.0
32,11,188.0
32,31,191.0
32,43,115.0
32,38,199.0
32,23,94.0
32,4,145.0
32,5,141.0
40,45,120.0
40,5,116.0
40,19,58.0
40,11,160.0
40,43,176.0
40,1,110.0
